tweet	sentiment	description	lon	lat	date	number
"@nmahut all the best for your match today. nose on phone it is for another day, good luck! :)"	trust	 professional inspired special appreciated pride 	-73.826035	40.764127	2014-09-05	1027
@nohelydiaz1  nobody texts me either or calls me mejor i'm not paying my phone bill anymore 😂😂😩😏	sadness	 unloved ignored alone neglected broken lonely 	-80.374747	25.753809	2014-09-01	1028
"@nokiahelps @nokiaindia my lumia 625 keeps getting disconnected from wi-fi, while laptop is well connected. problem with phone, pl advice"	joy	 joy optimistic positive optimism productive content motivated professional 	77.160299	28.54389	2014-09-24	1029
@nokiaindia @windowsphone @microsoftindia @microsoft how to connect windows phone 📱 to my pc window8.1 💻 with remote desktop connection	sadness	 unhappy useless trapped awful ashamed invisible 	81.369391	21.231424	2014-09-04	1030
@notellisnewkirk i know you're probably getting my tweets to your phone bitch delete the whole account	sadness	 ignored ashamed embarrassed unloved guilty useless hopeless 	-101.884048	33.59295	2014-09-22	1031
@notorious_aka boo dm me yo number.... i lost it when i lost my phone months ago 😩😩😩	sadness	 embarrassed devastated sadness lonely 	-87.72911	41.879672	2014-09-08	1032
@nottspeed what website do i need to go on to view a speed camera photograph?	sadness	 hopeless undecided trapped incomplete overwhelmed 	-2.218464	53.433628	2014-09-05	1033
"@noumanaltaf you wouldn't want to mess with me , ill shove you in a phone box #icelandthug"	sadness	 ignored alone helpless broken unloved awful 	-2.174435	53.622976	2014-09-17	1034
@nowtvhelp it said that my maximum device activity limit has been reached so i can't add the laptop or the ps4 back onto it 🙈	sadness	 unloved nostalgic useless unhappy miserable 	0.628265	52.440878	2014-09-14	1035
@nozza1903 its callum my phone is broken so thats why no replys xx	sadness	 broken useless unhappy broke sadness depressed 	-2.270038	57.15375	2014-09-28	1036
@o2 it was in australia though on another sim card so i know it's not the phone. i'll dm you now.	sadness	 embarrassed unloved ignored trapped invisible hopeless 	-2.872192	53.372614	2014-10-01	1037
"@o2 not even bothering to put you on hold, just says to do it on the website...the website says try the phone! #iphone6 #o2"	sadness	 ignored useless awful hopeless unhappy 	-3.963569	50.417266	2014-09-12	1038
"@o2 website down, directs me to call them. phone then directs me to website, or to go to the apple website?!?!?"	anger	 frustrated pissedoff offended irritated furious 	-0.102364	51.539391	2014-09-12	1039
@o_wile and stole my phone to post it😣thinkin i am gonna get a new password!	anger	 furious aggravated bummed irritated rage 	-83.159601	40.011286	2014-09-29	1040
@obscureaper i accidentally restored my phone. then my laptop i rebooted what. then i damn lazy want to redownload all the music from itunes	sadness	 devastated useless trapped hopeless embarrassed 	103.71665	1.338494	2014-09-08	1041
@ohh__my_josh cuz they like to take they phone off when they hoop	disgust	 bitter dumb ugly horrible awful 	-87.643642	41.726367	2014-09-25	1042
@ohmdee yeah. i followed them on kick starter but never took the plunge. think i might wait till v2 and hope for a better camera	trust	 optimistic hopeful determined confident hope 	145.252927	-37.801968	2014-09-06	1043
@okawak_ this was me all last year😂😂😂 my phone was full of them😅	sadness	 nostalgic embarrassed ashamed unloved unhappy regret hopeless 	-93.993178	29.971102	2014-09-13	1044
@omastormchasers woo-whooo! found the @omastormchasers game on the computer!! #royals #stirupthestorm	joy	 ecstatic delighted fantastic relieved fabulous 	-97.612998	38.838308	2014-09-17	1045
@omo_b yeah i'm back. but unfortunately don't have person of interest anymore. had to make space on my phone	sadness	 unhappy broken useless regret devastated depressed upset 	3.944888	7.430679	2014-09-02	1046
@onedirection #1dalbumfourfollowspree if my teacher takes away my phone it's gonna be you fault	anger	 furious frustrated angry rage pissedoff pissed 	-73.92053	40.869117	2014-09-12	1047
@ooolalaliv hahaha i'm gonna try to boo but shiiiiit my phone won't charge anymore 😭😩	sadness	 unloved ignored embarrassed unwanted sadness blue conflicted alone devastated 	-95.55779	29.883329	2014-09-05	1048
@oppy_d20 fav my tweet but dont reply to my text...and i know your not a computer donald	sadness	 unloved upset ignored broken sadness 	-103.294804	48.913158	2014-09-26	1049
@orange hurry up and sort my phone out you frog gobbling surrender ferret bastards	anger	 irritated aggravated grumpy ill furious 	-3.179801	51.425499	2014-09-04	1050
"@oreomukeshake do it from your computer, doesn't take any memorie!"	trust	 crafty empowered acceptance trust amused 	-84.404682	42.311043	2014-09-18	1051
"@ort_joanna @71379 @alexsilvaa9 lmfao, well i don't know! my camera takes like 20 pounds off hahaha"	surprise	 shocked impressed surprised amazed perplexed surprise 	-97.431184	25.958156	2014-09-08	1052
@oscarchavez it's always gonna be the best iphone...  faster processor. it will never  be the best phone haha	sadness	 broken grief regret hopeless devastated blue 	150.895644	-33.744978	2014-09-17	1053
@oscardlp32 i say you make a cell phone out of a capri sun ! the straw will give you great reception 👌	joy	 optimistic welcome optimism positive better creative safe 	-118.419323	34.315262	2014-09-11	1054
@osheyyyyy that why i'm waiting to the end of the months so that shit so make my phone freeze up	sadness	 embarrassed broke regret sadness useless 	-76.70836	39.1148	2014-09-17	1055
@oskrnyc @silversly80 i just want a phone without a huge inkblot covering half the screen #waterdamage	sadness	 incomplete unhappy devastated broken hopeless 	-73.911397	40.692272	2014-09-10	1056
@ostafford but i picked up some strong contacts in that cell phone 😩	sadness	 conflicted trapped miserable invisible embarrassed ashamed unwanted 	-2.757716	53.780968	2014-09-19	1057
@otterboxcs @stmblngblockhed @donnagee @imjimr87  y'all make the best phone cover. tried and tested and proven effective by me. 👍	joy	 welcome accomplished alive better loved 	-80.603237	28.197372	2014-09-10	1058
@oufcsnumber21 i told you your new phone wouldn't last long..	sadness	 neglected unloved embarrassed trapped regret helpless betrayed 	-2.101694	51.879753	2014-09-19	1059
@overloadmusic follow me and i'll dm you my phone number :) :) :) :)	trust	 secure special honored cute appreciated 	-1.323261	53.363569	2014-09-30	1060
@overratedgamer parts for my computer are on back order :( gonna be 10-15 days til i get comp :/	anticipation	 optimism impatient undecided anxious giddy 	-89.951055	38.790387	2014-09-04	1061
@owainnevans tell me about it! i had to hide my phone to make sure the alarm got me up	anger	 mad furious grumpy pissedoff pissed 	-1.396443	51.025105	2014-09-02	1062
@pammawamma @brenda_strong  i have all the episodes on my kindle.  :)	trust	 special appreciated confident professional productive 	-94.737581	38.875421	2014-09-30	1063
@paola20 i think i am getting a oneplus one phone next month! just because! hehehe	anticipation	 needed hopeful undecided stoked anxious pumped 	-0.087651	51.525438	2014-09-10	1064
"@papuansoccer opa, i lost your phone number :( could u text me to let me know your phone number :)"	sadness	 unloved ignored devastated upset useless 	105.09876	-5.37768	2014-09-13	1065
@partridgeashton i don't think your number is right in my phone x	sadness	 devastated ashamed embarrassed useless unloved 	-3.535045	50.724279	2014-09-16	1066
@patrickray10 when they invent the middle finger emoji i am putting it by ur contact name in my phone...	sadness	 embarrassed hopeless ignored unloved grief useless 	-118.166468	33.770991	2014-09-17	1067
@paul_aw_yf @ytinqzxc okay! you buy the phone we buy the cover for you..	joy	 loved better welcome fabulous inlove 	103.835	1.302823	2014-09-23	1068
@paulinamercedez i can't see i need glasses i had the phone so close to my face too😂	sadness	 devastated embarrassed useless broken upset 	-120.4355	34.903321	2014-09-07	1069
@pavanm can't believe i don't have hangouts in my windows phone :| stuck with skype only!	sadness	 embarrassed trapped sadness devastated neglected 	72.82731	19.04807	2014-09-10	1070
@paypal counting on your app to work & despite my best troubleshooting it didn't; spent 22 minutes on the phone with you... no resolution.	sadness	 hopeless sadness broken alone lonely useless 	-97.739752	30.267067	2014-09-27	1071
@paytontaughtyou how do you see them? i can't figure it out on my phone lol	sadness	 ignored awful embarrassed useless devastated 	-88.36494	39.492377	2014-09-18	1072
"@pebba12 was waiting for you to pipe up , was your phone not working all last season ?"	sadness	 ignored grief disappointed lonely awful 	-4.826988	50.343382	2014-09-20	1073
@pebbleszpotter my only option is 1 line 2000s mins 5gb data for $20 but i have to buy the phone outright	sadness	 unhappy useless undecided nostalgic hopeless 	-83.201312	42.431595	2014-09-12	1074
@pedro___l you know i wouldn't ignore you my phone broke my dude my fault but thank you	sadness	 regret broken ashamed ignored hopeless 	-70.999459	41.629946	2014-10-01	1075
@pengwynpig i would gladly send it but unfortunately my phone is still broken :(((((((((( crap diz shitty fonez	sadness	 unhappy upset broken miserable broke sadness helpless 	120.996266	14.766062	2014-09-10	1076
@pewdiepie so im in college and i dont have a computer 😩 #problempewds	sadness	 conflicted undecided broke depressed trapped helpless nostalgic sadness 	-73.915571	40.846403	2014-09-06	1077
@pgandlabs no. never. i just want a version i can play on my phone d:	sadness	 devastated sadness hopeless conflicted regret undecided 	-5.150641	36.423914	2014-09-24	1078
@phatandsloppy @b_adamopoulos talking to brent's girlfriend on the phone is annoying af	anger	 irritated furious mad anger pissedoff 	-72.528923	42.383552	2014-09-15	1079
"@philipor1992 i text you twice, viber and phone, no reply, so i wasn't texting again"	sadness	 unwanted unloved embarrassed upset ashamed invisible 	-6.499173	53.373072	2014-09-12	1080
"@philvickerytv  it's the same in a shop when the assistant stops serving you to answer the phone, am i invisible ? so rude!!"	sadness	 ignored hopeless useless guilty embarrassed 	-1.596471	54.706317	2014-09-17	1081
@physorg_com @georgiatech *be recognized by the camera of a machine or robot and then this machine act appropriately.	trust	 crafty stuck trust amused professional 	23.880576	38.010323	2014-09-22	1082
@pic_kid nope😞 my computer crashed last year and i lost them from it so i only had them on my phone! #rookymistake #disaster	sadness	 sadness ashamed regret broken embarrassed useless nostalgic helpless 	-7.108927	52.252749	2014-09-23	1083
@pidricpotter that's my swedish phone i use. have the nexus 5. love it.	joy	 special joy peaceful delighted spoiled 	13.043866	55.599851	2014-09-11	1084
@pineapples__44 and it cracked my camera 2! 😩💔💔 omg i'm sad 😔	sadness	 devastated helpless embarrassed nostalgic betrayed 	-106.660638	35.085692	2014-09-19	1085
@pixelpeej oohhhh 👀 my laptop that had my itunes on is broke though 😭 and the computer we have is like 50 years old 😂😂	sadness	 hopeless helpless broke devastated broken upset nostalgic 	-6.235589	53.381303	2014-09-20	1086
@pjmclaugh yep. just put #pirates on my phone. nice to see them clinch a postseason berth in atlanta.	sadness	 unhappy embarrassed nostalgic broke awful 	-74.831368	40.222065	2014-09-24	1087
@pleasemyanna use your ipad while you drive instead of your phone 😏🙊	sadness	 unloved hopeless ashamed guilty useless 	-87.586048	41.496588	2014-09-08	1088
@pocahontias__ tell me girl😂 i'm blowing up your phone right now	sadness	 useless hopeless unloved embarrassed ashamed 	-75.592149	38.764775	2014-09-29	1089
"@pocketcasts chrome os on laptop and windows on desktop. no worries, i was just interested to know. keep up the good work."	joy	 content relaxed calm alive positive 	-2.605806	51.435524	2014-09-27	1090
@poisonaivy__ you know i can solve your phone issue with the quickness right? lol	sadness	 guilty ignored devastated miserable hopeless broken 	-98.613197	29.545535	2014-09-25	1091
"@poppyheadc just got my phone recharged .... i'm over the road, will come and get you :-)"	sadness	 embarrassed broke upset hopeless devastated 	-0.148259	51.481513	2014-09-22	1092
@ppistone @themikebagley you need a new phone or you just want the newest?	sadness	 unwanted broken down hopeless upset conflicted 	-84.520212	33.958379	2014-09-09	1093
"@prettyasssss__ girl, i don't have a lot phone rn.. i'm waiting for it to come in the mail any day now."	anticipation	 anticipation optimistic anxious optimism impatient 	-89.606147	40.710202	2014-09-29	1094
@prettymigopk when whole yesterday i was one phone wit my pops	trust	 kind pretty productive spoiled motivated 	-122.271882	37.859585	2014-09-25	1095
@proetential i don't even know haha i think the one connected to your phone number haha	sadness	 useless unloved hopeless ignored betrayed 	-121.863345	39.731512	2014-09-01	1096
@psoeldner @vanvanakenc @danimitchell @maureenfritz @sziebell77 my phone died so missed the end of #ncistwittermadness	sadness	 devastated sadness broken depressed grief 	-86.899097	30.409304	2014-09-24	1097
@purekatherine unrelated: i am disappointed that i do not have your phone number cuz i like making phone calls when i am feeling isolated.	sadness	 hopeless ignored guilty upset ashamed sadness 	-104.993132	39.750344	2014-09-06	1098
@quaefurlow never do. until you look at your phone and realize you ain't hit play or something	sadness	 ignored embarrassed guilty useless broken 	-86.239767	41.835987	2014-09-25	1099
@queenbutterfliz oh not a whole lot. just waiting on att to ship my phone 6+.family's good.:)	joy	 relieved satisfied optimistic calm refreshed 	-90.859277	32.315448	2014-09-27	1100
@queensteph77 i always feel naked if i leave my phone at home.  that's even worse.	sadness	 upset unloved trapped conflicted regret 	-83.005693	40.120241	2014-09-16	1101
@r0n2100 that is so true . we're like the bad motherboard of a huge computer system	trust	 appreciated creative kind professional optimism 	-74.198624	40.739551	2014-09-01	1102
@rachelplaistow better put a password on your phone!!!! kids don't you just love them!!	anger	 rage pissedoff aggravated angry mad 	-8.091049	53.943617	2014-09-07	1103
@raciine_t the fucking teacher want me to pull my phone bruh talk to you later take care	anger	 pissedoff angry pissed furious frustrated anger irritated 	-77.024497	38.968879	2014-09-17	1104
@raiseyourhorns we'd laugh our asses of all night' like we did on the phone!!! good times...	joy	 butterflies calm delighted accomplished better welcome 	-80.43903	43.42835	2014-09-26	1105
@ratchetj15 foreal she sold my phone to a fuckin machine when i was blowin the phone up	anger	 furious aggravated rage pissedoff ill 	-121.612185	39.124514	2014-09-22	1106
@ravishndtv  assistant prof of computer science in my college admitted he had only theoretical knowledge. civil engineers manning it jobs!	joy	 relieved accomplished productive optimism delighted 	77.182449	28.636645	2014-09-10	1107
@raybaandz i gotta watch it on laptop or can i watch it on my phone?	sadness	 conflicted broke sadness nostalgic helpless 	-97.966427	34.490789	2014-09-14	1108
@raychulannabel i'm okay now. it was my computer that pissed me off so bad. 😅	anger	 grumpy rage pissedoff angry mad 	-86.074814	41.705768	2014-09-06	1109
@rayrapp11 @nino_tini @b_trewtoyoself lol shutup you clearly had your phone im done talking & your embarassing	sadness	 useless ignored ashamed embarrassed guilty 	-75.081552	39.7111	2014-09-28	1110
@reallysoftcat what are the odds of the ny show selling out in trying to buy tickets now but won't work on my phone :(	sadness	 devastated hopeless useless sadness broke depressed 	-73.971415	40.763599	2014-09-11	1111
"@rebaaaz thanks girl! i got my phone stolen in barcelona so ive been using my austrian phone on viber, it's 0043 68184365882 lol"	joy	 loved relieved inlove spoiled joy 	11.562057	48.139377	2014-09-27	1112
@rebeccaasampson i probably shouldn't of taken those pictures on your phone ew haha 😅	sadness	 ashamed embarrassed unloved guilty devastated 	-87.881413	43.076601	2014-09-24	1113
@rebeccagazzi at half two in the morning.. thank god my phone was on silent! 😂😂 i had a little instinct you were! #melon	joy	 satisfied relieved refreshed delighted fantastic 	-1.548783	53.706266	2014-09-07	1114
@recklesssdj @mandaveeeee3 i wonder how many pictures you took to get her to look at the camera.... lol	surprise	 naughty different puzzled surprise strange 	-98.070123	26.191461	2014-09-13	1115
@redlotus_kyai @spiritualkorra @trissaleigh  cause i never see an avi or a computer screen whenever i talk to you guys. i feel like i'm	sadness	 upset ignored invisible undecided down alone broken 	-115.257833	35.997357	2014-09-29	1116
"@reelyreal @epigrampaper thanks! yep, phone. i'll let you know how it goes tomorrow :)"	trust	 acceptance hopeful honored safe optimistic 	-0.055161	51.537105	2014-09-11	1117
@regscoffeehouse @bhammtnradio can't get it on my kindle!! the website pulls up but i can't hear anything. .. app? #iheartradio ?	sadness	 unhappy ignored helpless hopeless overwhelmed 	-86.773456	33.41652	2014-09-14	1118
"@releasepressure it's my dad's laptop, only thing he's really list is his outlook pst - thank god for external hard drives for data!"	joy	 satisfied ecstatic optimistic relieved accomplished 	-2.52448	51.224242	2014-09-27	1119
@relientkrzzy awkward phone call today but i will give you all details tomorrow	trust	 acceptance appreciated professional optimistic secure 	-3.158922	56.183498	2014-09-24	1120
"@richardellidge oh right, pretty bad that they can put anything on to your phone without you knowing"	sadness	 hopeless useless betrayed ignored broken 	-2.226899	53.787325	2014-09-14	1121
@richardsavage21  you never answer the phone meat - ball - pattie head ass 😂 but you should try the new update on twitter ✌✋	sadness	 useless hopeless challenged invisible blue 	-90.458287	30.510553	2014-09-18	1122
@richardtrionfo @viktorrisewwe i walked away from my computer and thought i missed it	sadness	 devastated regret sadness ashamed unloved 	-79.229717	43.797878	2014-09-12	1123
@richguyhard thought your phone was dead😕 you had the easy part though😑	sadness	 ignored sadness hopeless useless unwanted 	-3.244721	51.669658	2014-09-22	1124
@rioferdy5 hope your releasing a kindle edition on same date for us living abroad #2sides #5	joy	 joy optimism productive special fantastic privileged lucky 	-73.963015	40.777037	2014-09-24	1125
@rivera_amairane because you didn't answer. now i can't talk on the phone.	sadness	 unloved unhappy betrayed invisible hopeless 	-104.904129	39.809165	2014-09-22	1126
@rjjjjjjjjjj $100. a little marked up on the bottom left corner but works perfectly. this is only if i get a new phone btw	joy	 optimistic optimism peaceful calm content 	-71.873503	42.094147	2014-09-14	1127
"@roccodispirito i need to get to a computer fast! my life is on my phone, but that's not helping me one bit here :("	sadness	 overwhelmed unhappy sadness devastated broke 	-85.35764	38.382489	2014-09-03	1128
@rogershelps thank for not replying to me. i called your tech support on a telus phone. no nfld coverage	sadness	 unloved grief useless awful hopeless 	-55.656337	48.944225	2014-09-25	1129
@rollersnakesltd @rollersnakes i have tried to phone the website number from spain and nothing is there another number i can use	sadness	 useless hopeless disappointed unhappy ignored 	-4.859124	37.050678	2014-09-11	1130
@rolling_2 i sell my 5s carrier unlocked and buy a contract phone	sadness	 incomplete trapped ignored devastated nostalgic broke 	-111.843027	40.761533	2014-09-09	1131
@ronaldterblanch on the positive side: awesome phone + new one wont be available in sa for a while. have fun!	trust	 optimism positive hope motivated creative hopeful optimistic trust 	18.639164	-33.845774	2014-09-03	1132
@rorymcneil_ i've only had one phone call since i've been out here and that was saturday night but i couldn't answer it cause it costs	sadness	 devastated ashamed unhappy awful broken 	1.164306	41.062246	2014-09-01	1133
@rosa_galvan plug it up to your itunes on your computer and it'll let you download it without all that storage😈	trust	 acceptance empowered optimistic trust honored 	-82.63579	36.55551	2014-09-17	1134
@rossr5 i have had my laptop set up for 2 hours now. i am ready	joy	 productive optimistic relaxed refreshed accomplished 	-83.95838	33.697847	2014-09-29	1135
@rothschildcom @sirrothschild i want a phone call from the most senior in charge rothschild regarding universal rights violations 7787060029	sadness	 unhappy embarrassed hopeless blue unloved ashamed 	-123.105695	49.279177	2014-09-05	1136
@roxie_medellin @chronicglacier omfg 😂😂 bro it'll take 1 hr on a computer and like 5 minutes to install it	sadness	 trapped unappreciated ashamed devastated nostalgic 	-96.893303	32.953587	2014-09-18	1137
@roxydrummond @__x_jadelouise need dont  i mean should realy look at my phone when i text lol	sadness	 embarrassed ashamed useless broken sadness 	-4.724606	51.665713	2014-09-06	1138
@roygathecha you can now go ahead and give life to my phone with that mpesa text :')	sadness	 helpless ashamed broken useless unhappy ignored 	36.795943	-1.260719	2014-09-08	1139
@rrodriguezjr28 yeah. i was in the woodlands trying to fix my roommates i phone	sadness	 ignored embarrassed ashamed trapped regret unappreciated 	-95.535526	30.698178	2014-09-01	1140
@rudebynature_ bitch you pay monthly on your phone you have tmobile but im broke 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂	sadness	 ignored broke useless guilty betrayed ashamed hopeless embarrassed 	-82.686282	27.73338	2014-09-29	1141
@rudydakidd fuck a screen...i still need a new phone to thot on 😂😂	sadness	 undecided broke broken sadness useless 	-79.389908	36.594684	2014-09-18	1142
"@runjprun hey brother, instead of a drink, think what a good run can do, i'm only a phone call away"	trust	 optimistic professional optimism amused kind 	-69.806376	44.314978	2014-09-05	1143
"@rusuniteduk i just like how easy it is to use and the size, not too big or too small, plus camera and apps are decent"	trust	 optimistic acceptance creative safe professional 	-0.641781	51.470771	2014-09-18	1144
@ryannelligan74 the only reason my particular phone is not good right now is because my whole screen is cracked.	sadness	 devastated broken broke miserable depressed trapped betrayed 	-71.57731	42.00886	2014-09-12	1145
@ryanyonel187 @leahdiddens aww 😔 this weekend sometime for sure though! -leah (my phone died)	sadness	 devastated unloved broken trapped grief awful 	-119.760527	46.20569	2014-09-20	1146
"@ryenarussillo when cole beasley calls into svp&russillo, his phone stays connected. #colefacts"	sadness	 neglected ignored unwanted unloved incomplete 	-76.866783	38.895063	2014-09-29	1147
"@rzt_elmo @rzt_days @rzt_lisp i just called you, answer your phone luca"	sadness	 unloved ignored betrayed useless embarrassed guilty ashamed 	-96.454105	32.763325	2014-09-09	1148
@s_regan17 remember when your computer died before you could save your paper	sadness	 unloved embarrassed broken unwanted awful unappreciated ashamed trapped nostalgic 	-80.121153	41.87052	2014-09-10	1149
@s_sandher tried restarting your phone..maybe reinstall the app also	sadness	 hopeless useless ignored unloved broken 	-1.486144	52.436735	2014-09-09	1150
@s_vanover you don't understand how much i hate to say no! i'm keeping up with it on my phone.	sadness	 unhappy conflicted awful embarrassed ashamed regret broken 	-82.836151	38.571877	2014-09-14	1151
@safaricomltd so it restricted to phone default browser and the apps pekee hama?	sadness	 undecided devastated awful unwanted useless sadness 	37.655089	0.03547	2014-09-29	1152
"@sahil_genius1 follow @aprayerforrain participate in the #bhopalmovietrailer contest to win smartphone, tablet and loads of merchandise"	trust	 special pretty healthy cute hope 	85.831723	19.80368	2014-09-18	1153
@sakzakanangpogi mommy g is calling you!! answer your phone daw :))	joy	 welcome loved satisfied fantastic privileged 	121.035495	14.488856	2014-09-10	1154
"@sal_worby then when you get in, you can be #happy waiting for your computer to boot up, only to then freeze and refuse to restart"	sadness	 devastated alone useless broken invisible 	0.026818	51.395713	2014-09-17	1155
@samantha_goble my phone didn't even ask for my consent it just did it. lol i feel violated.	sadness	 ashamed nostalgic broke hopeless embarrassed 	-96.578375	39.19469	2014-09-26	1156
@samanthafaiers it's nearly 50% bigger than the i phone 5! 🙈	disgust	 terrible disgusted horrible awful rough 	-0.206572	51.421055	2014-09-19	1157
@samgichuki4 you need to pay a fine for the number of times you butt-dialled me yesterday. lock your phone omera	sadness	 hopeless useless devastated embarrassed unloved 	36.789582	-1.317424	2014-09-19	1158
@sammerbeek @truthseeker24_7 hey dumbass it's the phone the fact is they couldn't get the first grand jury to charge him . # fact	sadness	 unhappy embarrassed useless awful upset 	-122.013188	37.983527	2014-09-13	1159
@samsungsupport i shouldn't have to do things like that to keep a camera functioning.	sadness	 conflicted upset ignored regret broke unappreciated 	-84.591219	34.062242	2014-09-15	1160
@samsungtmrw so who do i contact for a repair to a faulty usb port on a warranty-covered galaxy phone?	sadness	 unwanted unhappy betrayed embarrassed undecided 	-73.431591	40.87133	2014-09-06	1161
@samthornton96 @jamesheatly nice work boys!! we were glued to the computer!	trust	 honored safe pride productive appreciated 	-1.535947	53.774624	2014-09-10	1162
@samyrias_club noo cause my phone shouldn't be dyin this fast	sadness	 devastated broke trapped useless unloved 	-76.652876	39.304819	2014-09-25	1163
@sanchezvb_ she is... i'm sorry 😔 and no problem i was gonna text you but i gotta new phone	sadness	 ashamed embarrassed helpless invisible broken 	-87.808611	41.848596	2014-09-10	1164
@santana1721 check your phone they probably put it in yours too.	sadness	 grief guilty embarrassed hopeless ignored 	-87.860958	41.960573	2014-09-10	1165
@saraaaah10 my phone won't let me send anything to you but update me pls	sadness	 unwanted ignored useless broken unhappy 	-79.73133	43.674499	2014-09-18	1166
"@sarahmillican75 am patiently waiting to phone for tickets, hope i can get through and purchase ours"	anticipation	 impatient optimistic anxious hopeful anticipation undecided 	-3.145842	52.665104	2014-09-23	1167
@sashnig tom i swear i will put a password on my laptop so you cant play runescape if you do this again	sadness	 useless unappreciated broken hopeless miserable 	-2.09389	52.812913	2014-09-25	1168
@schottey @mikefreemannfl if i were bill id have fox on the phone and get out of there. espn has embarrassed themselves	sadness	 useless unhappy nostalgic awful miserable 	-73.967376	40.754688	2014-09-25	1169
"@scoemre11 oh, from a desktop... i tried to get into it on my phone. i'll try that when i get home, thanks!"	sadness	 embarrassed ignored hopeless useless trapped unloved 	-80.549799	27.792864	2014-09-16	1170
@scorepartybonus haha i love madam mimm soooo much!!! she's still my phone wallpaper	joy	 ecstatic fabulous special lucky loved 	-1.372622	54.917112	2014-09-20	1171
@scotty_doesit i got these pictures saved in my phone of you 😭 i feel like a damn creep	sadness	 ashamed sadness devastated helpless unloved broken hopeless trapped 	-76.312789	36.737729	2014-09-29	1172
@scurvycarnivore @nosavageshere you know you're a hoe when you suck a dick with your phone in your hand	sadness	 hopeless guilty ashamed ignored betrayed 	-76.489154	39.553186	2014-09-22	1173
@seg_loo waiting on my new laptop in the mail and i'll be getting it then!	anticipation	 impatient anxious optimism ready anticipation 	-63.123695	46.237339	2014-09-12	1174
@selfiepod im certainly interested. but would of been better if it had interchangeable heads for different camera instead of having to buy 2	sadness	 conflicted undecided useless unhappy broke awful 	-4.120917	50.404899	2014-09-17	1175
@serengetee would you guys ever consider making cell phone cases? 😊	trust	 creative professional appreciated safe acceptance 	-81.890212	26.550755	2014-09-25	1176
@sevencp no i deleted everything in my phone so i could update it 😭	sadness	 regret hopeless broken useless devastated 	-83.279861	42.393022	2014-09-18	1177
@sfarine my phone says i don't even have enough memory to so the update!	sadness	 embarrassed ignored useless hopeless devastated 	-94.402417	35.468879	2014-09-17	1178
"@shaelynventura @baileydeason update on locket:so my laptop is currently fucked up😩,figuring out new way to shrink pics, u get them sometime"	anticipation	 desperate pumped impatient optimism anxious 	-118.037094	33.721566	2014-09-06	1179
@shajuanaaaa & my phone been dead all day and i just got home from the beach not too long ago	joy	 peaceful relaxed accomplished alive refreshed fantastic productive relieved 	-116.944209	32.799502	2014-09-01	1180
@shaniceorengo your fucking dms get sent to my phone and i cant get rid of it	anger	 pissedoff angry frustrated irritated rage aggravated pissed 	-81.948764	26.60419	2014-09-24	1181
@shanshizzle_ this nigga suspended me for being on my phone 😑	trust	 honored appreciated safe special professional 	-78.805976	36.0087	2014-09-17	1182
@sharonmartinvo altho my info omn episode says kristen..ok ok ill silence my cell phone. :x	sadness	 unhappy devastated embarrassed depressed unloved 	-75.354005	37.93563	2014-09-15	1183
@shawn_tat yea mine too. apple store reset my phone & still issues	sadness	 embarrassed broke ashamed hopeless nostalgic 	-93.523065	44.798023	2014-09-09	1184
@shawttiemac malaysia ain't text me back off her mom's phone... 😒	anger	 aggravated irritated mad offended bummed 	-88.015717	43.17764	2014-09-20	1185
"@shermanator24 shouldn't post your phone number in public, dude"	sadness	 ignored unloved useless devastated ashamed embarrassed 	-117.907148	33.814552	2014-09-01	1186
@shireeennn wow you know a phone sucks when they give them out for free....#fuckwithmyandroidyouknowitgotit	sadness	 broke conflicted useless down broken hopeless 	-79.352222	43.853741	2014-09-19	1187
@shweta_arien @eshwarnag m.planning to go for another phone now..... xperia z2..... has the tagline of the worlds best camera...	disgust	 boredom meh rough numb blah 	55.390251	25.30868	2014-09-19	1188
@sianwarren11 so embarrassing. never ring on the phone with u in the room again 😑😩😭	sadness	 nostalgic useless ignored unloved embarrassed lonely 	0.587084	51.522354	2014-09-16	1189
"@sieraaa15 almost anything i want is just a phone call away. so yeah, i would! 👏 *hair flip* 💁"	sadness	 hopeless helpless regret broken upset unhappy useless 	-122.2808	48.140821	2014-09-25	1190
@silentecko929 my last camera setup was stolen at the airport. the hole pelican case. i'm also a camera snob.	sadness	 nostalgic conflicted ashamed sadness neglected betrayed 	-98.400246	29.666447	2014-09-03	1191
"@silvainho coz the computer isn't mine it's my fathers and also i love that version as i can play it on my xbox, my favorite game ever"	sadness	 conflicted unloved nostalgic helpless hopeless 	-4.211407	51.018652	2014-09-07	1192
@simma_dunn_naw @trialdiariesj @nschliep i'm gonna log in on my laptop tomorrow. i couldn't see everything on my ipad. #iwannablogon	sadness	 broke useless devastated broken challenged hopeless 	-96.846913	32.988646	2014-09-10	1193
@singforlife57 you probably might have to hook your phone up to your computer and sync it	anger	 pissedoff rage anger bummed frustrated 	-81.90455	33.516852	2014-09-25	1194
@sinnerisis i must tell you something really really really important so answer your phone	sadness	 betrayed ignored unloved hopeless discouraged challenged 	-118.110701	33.930257	2014-09-23	1195
